년도,월,일,사용분야,수입지출여부,금액,총금액
2023,5,22,체육대회,지출,7266,547652
2022,4,22,체육대회,지출,9435,538217
2023,6,27,쇼핑,수입,7230,545447
2021,10,10,식사,수입,2325,547772
2023,9,30,식사,지출,8352,539420
2022,3,28,식사,수입,7708,547128
2020,1,7,식사,지출,4658,542470
2023,2,28,여행,지출,8949,533521
2020,6,23,여행,수입,9358,542879
2020,10,6,MT,지출,5083,537796
2020,4,11,쇼핑,지출,4205,533591
2022,8,27,식사,지출,4591,529000
2020,10,31,쇼핑,수입,3826,532826
2021,3,29,체육대회,수입,6678,539504
2022,12,21,체육대회,지출,9987,529517
2023,3,7,식사,수입,2247,531764
2023,4,10,쇼핑,수입,9335,541099
2022,9,26,MT,지출,6118,534981
2023,7,26,여행,수입,2076,537057
2022,5,21,MT,지출,5090,531967
2022,5,15,MT,수입,7427,539394
2022,1,25,쇼핑,지출,3850,535544
2021,3,17,쇼핑,지출,8094,527450
2023,1,20,쇼핑,수입,8329,535779
2022,12,24,여행,수입,2994,538773
2023,1,29,여행,지출,8118,530655
2023,8,29,MT,지출,3416,527239
2020,3,10,여행,지출,6998,520241
2021,10,23,쇼핑,수입,4106,524347
2022,8,15,여행,지출,9759,514588
2023,11,2,여행,수입,7656,522244
2022,4,20,체육대회,지출,8056,514188
2021,4,19,여행,지출,7921,506267
2021,8,2,체육대회,지출,2683,503584
2023,1,15,여행,수입,9416,513000
2021,10,20,여행,수입,8389,521389
2021,3,9,MT,지출,9060,512329
2022,2,11,MT,지출,1687,510642
2020,7,31,쇼핑,수입,7869,518511
2022,6,4,체육대회,수입,1196,519707
2020,6,25,식사,수입,2654,522361
2020,4,11,MT,수입,1811,524172
2021,7,22,체육대회,지출,7592,516580
2020,1,15,체육대회,수입,1627,518207
2021,12,7,MT,지출,9875,508332
2021,3,21,MT,수입,9652,517984
2020,2,20,여행,수입,6246,524230
2022,3,15,쇼핑,수입,3725,527955
2020,10,19,MT,지출,3031,524924
2021,7,22,쇼핑,수입,1036,525960
2022,6,9,체육대회,수입,7471,533431
2022,1,27,식사,지출,8623,524808
2022,4,8,여행,지출,3105,521703
2021,6,18,MT,지출,6010,515693
2021,11,22,MT,지출,9398,506295
2021,2,3,쇼핑,수입,3121,509416
2020,5,8,체육대회,수입,5824,515240
2020,11,27,식사,지출,9024,506216
2021,4,17,쇼핑,수입,7524,513740
2021,5,15,여행,수입,3372,517112
2021,2,9,식사,지출,6650,510462
2023,11,12,식사,수입,5485,515947
2023,9,9,MT,수입,5670,521617
2020,12,22,쇼핑,수입,2537,524154
2022,7,5,쇼핑,지출,3190,520964
2023,9,20,식사,수입,9642,530606
2020,4,2,여행,수입,8768,539374
2022,4,13,체육대회,수입,5484,544858
2020,5,9,쇼핑,지출,8902,535956
2021,2,16,쇼핑,수입,4867,540823
2022,3,29,여행,지출,4755,536068
2021,6,23,식사,수입,1179,537247
2023,11,9,쇼핑,지출,4472,532775
2021,12,31,MT,수입,4836,537611
2021,11,13,쇼핑,수입,1519,539130
2021,8,29,MT,지출,6029,533101
2022,4,12,식사,수입,3816,536917
2021,6,3,여행,지출,5589,531328
2021,10,29,체육대회,지출,6914,524414
2022,2,15,체육대회,수입,9742,534156
2023,11,4,쇼핑,지출,4111,530045
2023,3,1,여행,지출,2449,527596
2023,7,10,쇼핑,수입,3801,531397
2022,11,14,쇼핑,수입,2395,533792
2022,5,18,여행,수입,8214,542006
2020,3,1,식사,수입,3514,545520
2022,11,1,체육대회,수입,8982,554502
2022,4,5,식사,수입,4781,559283
2020,1,3,체육대회,지출,4821,554462
2023,9,4,체육대회,수입,5526,559988
2023,10,16,식사,수입,5802,565790
2022,6,22,체육대회,지출,2410,563380
2022,11,21,MT,지출,9600,553780
2020,8,30,쇼핑,수입,3033,556813
2021,4,29,MT,수입,3234,560047
2020,6,24,식사,수입,4094,564141
2022,10,16,쇼핑,지출,9259,554882
2021,1,25,여행,수입,8036,562918
2021,6,26,MT,수입,5515,568433
2022,7,2,여행,지출,3133,565300
2022,1,4,쇼핑,수입,6736,572036
2022,5,26,여행,수입,6315,578351
2023,5,5,체육대회,수입,9755,588106
2022,7,29,체육대회,지출,3150,584956
2023,1,6,식사,지출,8182,576774
2021,5,28,여행,지출,1620,575154
2022,11,20,MT,지출,9215,565939
2021,7,8,체육대회,지출,7527,558412
2023,1,13,식사,수입,6375,564787
2020,10,29,체육대회,지출,9421,555366
2023,11,29,여행,지출,6508,548858
2023,10,3,쇼핑,지출,3695,545163
2020,7,2,쇼핑,수입,9979,555142
2023,3,28,MT,지출,9361,545781
2021,8,24,MT,수입,9384,555165
2023,10,17,체육대회,수입,4992,560157
2020,5,8,식사,수입,1689,561846
2021,10,15,쇼핑,수입,3776,565622
2021,4,27,MT,수입,8168,573790
2021,12,20,여행,수입,9987,583777
2020,2,16,체육대회,지출,3858,579919
2021,4,28,쇼핑,수입,9235,589154
2022,12,13,여행,지출,7964,581190
2020,11,12,여행,지출,1973,579217
2020,6,15,체육대회,지출,2512,576705
2021,8,11,체육대회,지출,3061,573644
2020,5,24,쇼핑,지출,4298,569346
2021,11,24,식사,지출,8155,561191
2021,7,9,식사,수입,5569,566760
2021,3,2,체육대회,지출,6616,560144
2020,4,15,쇼핑,수입,6192,566336
2021,10,16,체육대회,지출,2268,564068
2022,5,12,MT,지출,2643,561425
2023,9,7,MT,지출,1918,559507
2021,7,12,쇼핑,수입,2441,561948
2021,12,31,쇼핑,지출,8840,553108
2020,6,25,체육대회,지출,9994,543114
2020,9,19,여행,지출,2404,540710
2021,10,20,여행,지출,1205,539505
2021,3,29,식사,지출,9302,530203
2022,1,13,체육대회,수입,4263,534466
2020,6,21,여행,지출,3412,531054
2020,9,12,MT,지출,2021,529033
2022,3,24,여행,수입,7176,536209
2022,8,13,체육대회,지출,4692,531517
2022,5,13,식사,수입,5101,536618
2021,11,1,식사,수입,7200,543818
2020,7,12,식사,지출,1143,542675
2021,7,28,쇼핑,수입,2092,544767
2023,3,16,쇼핑,지출,2991,541776
2021,7,23,MT,지출,7933,533843
2021,6,9,식사,수입,5491,539334
2023,9,8,MT,지출,4534,534800
2023,6,18,쇼핑,지출,2230,532570
2023,7,20,MT,수입,9525,542095
2021,2,23,쇼핑,지출,4459,537636
2023,5,2,여행,지출,7187,530449
2021,9,27,여행,지출,9989,520460
2020,12,31,여행,수입,9507,529967
2022,2,6,체육대회,수입,6571,536538
2022,8,12,여행,수입,7466,544004
2022,10,28,MT,수입,2432,546436
2022,11,19,식사,수입,1579,548015
2023,1,20,여행,지출,5078,542937
2021,3,25,식사,수입,9070,552007
2021,7,31,식사,수입,3957,555964
2023,6,19,식사,지출,2403,553561
2023,12,25,체육대회,지출,6510,547051
2020,11,9,식사,지출,1263,545788
2023,10,16,쇼핑,지출,2798,542990
2021,7,4,체육대회,지출,3017,539973
2021,4,26,식사,지출,3645,536328
2023,7,13,쇼핑,지출,1273,535055
2021,11,22,MT,지출,4734,530321
2022,3,12,체육대회,지출,9109,521212
2021,10,16,여행,수입,5340,526552
2023,6,23,식사,수입,4956,531508
2022,4,16,MT,지출,8252,523256
2022,2,23,여행,지출,8416,514840
2021,8,23,MT,수입,6811,521651
2021,1,19,MT,지출,3190,518461
2021,9,16,체육대회,수입,1323,519784
2020,10,14,쇼핑,지출,8064,511720
2022,2,28,MT,지출,5285,506435
2020,4,19,쇼핑,수입,1291,507726
2022,10,20,쇼핑,지출,1643,506083
2023,11,23,식사,지출,5702,500381
2020,4,2,체육대회,수입,1573,501954
2023,6,18,쇼핑,수입,2993,504947
2021,3,28,여행,지출,7648,497299
2023,1,7,체육대회,수입,9234,506533
2020,4,20,체육대회,수입,3595,510128
2022,9,12,여행,수입,9770,519898
2020,9,24,MT,지출,7341,512557
2023,10,10,MT,지출,9473,503084
2023,7,26,체육대회,지출,2499,500585
2020,12,30,MT,지출,7290,493295
2022,1,13,쇼핑,지출,2004,491291
2022,1,11,체육대회,수입,2110,493401
2021,2,22,MT,수입,5846,499247
2023,8,18,식사,수입,7323,506570
2020,4,18,MT,지출,1094,505476
2023,12,2,체육대회,수입,6206,511682
2020,4,6,MT,수입,7929,519611
2020,11,19,MT,지출,1292,518319
2023,11,13,체육대회,수입,2625,520944
2023,4,24,체육대회,수입,2512,523456
2022,12,12,체육대회,수입,1573,525029
2020,2,18,MT,지출,4622,520407
2022,9,11,체육대회,수입,8864,529271
2020,10,22,여행,수입,6904,536175
2020,9,5,쇼핑,지출,2071,534104
2020,10,23,쇼핑,지출,1280,532824
2023,5,18,쇼핑,수입,9116,541940
2021,9,24,체육대회,지출,9012,532928
2023,8,18,여행,지출,1537,531391
2020,10,8,체육대회,지출,1551,529840
2022,1,18,MT,수입,7183,537023
2020,12,23,여행,지출,7270,529753
2021,11,16,MT,수입,7025,536778
2022,7,16,MT,지출,8042,528736
2022,9,22,식사,지출,6539,522197
2023,3,18,쇼핑,지출,3729,518468
2020,3,12,식사,수입,8975,527443
2023,5,22,MT,수입,4987,532430
2021,1,11,체육대회,지출,5528,526902
2021,12,31,식사,지출,2539,524363
2021,11,10,식사,수입,3979,528342
2023,9,1,MT,지출,6320,522022
2023,3,29,식사,수입,5084,527106
2020,1,30,여행,지출,3448,523658
2023,7,12,쇼핑,지출,1705,521953
2021,6,27,MT,지출,3234,518719
2023,9,17,여행,수입,9407,528126
2022,2,23,MT,지출,7964,520162
2021,7,27,식사,수입,5910,526072
2023,2,13,체육대회,지출,9198,516874
2020,1,20,식사,지출,7833,509041
2021,1,11,MT,수입,2623,511664
2020,4,28,쇼핑,수입,4724,516388
2022,7,29,쇼핑,수입,2471,518859
2021,9,25,식사,지출,2771,516088
2023,5,10,여행,지출,1883,514205
2023,11,15,식사,지출,3726,510479
2023,6,19,체육대회,수입,1111,511590
2022,2,26,식사,수입,2912,514502
2021,9,24,여행,지출,7006,507496
2020,5,15,MT,지출,3068,504428
2023,12,16,체육대회,수입,9478,513906
2020,3,24,여행,수입,4279,518185
2023,2,3,체육대회,수입,9054,527239
2022,3,25,여행,수입,2446,529685
2023,1,22,여행,지출,5964,523721
2021,11,4,MT,수입,9148,532869
2020,3,23,MT,수입,3436,536305
2021,3,7,여행,수입,1394,537699
2022,6,7,MT,수입,3048,540747
2021,1,15,식사,지출,6560,534187
2021,1,12,체육대회,수입,4479,538666
2022,3,7,식사,지출,9113,529553
2021,5,3,여행,지출,3398,526155
2020,3,9,식사,지출,5191,520964
2022,3,12,여행,수입,8220,529184
2020,9,18,식사,지출,8643,520541
2023,4,18,식사,지출,3617,516924
2022,6,20,체육대회,지출,8980,507944
2020,7,19,쇼핑,수입,5730,513674
2022,10,16,여행,수입,8319,521993
2020,6,7,식사,지출,4988,517005
2020,6,17,체육대회,지출,2208,514797
2022,12,11,식사,지출,8827,505970
2023,12,27,체육대회,수입,7281,513251
2020,7,4,여행,수입,6512,519763
2022,9,9,식사,수입,9150,528913
2020,1,18,쇼핑,수입,9015,537928
2020,9,28,쇼핑,수입,4809,542737
2020,1,16,체육대회,수입,8253,550990
2020,5,30,식사,지출,9599,541391
2021,8,31,MT,지출,9259,532132
2023,1,7,쇼핑,지출,9331,522801
2020,2,8,쇼핑,지출,6507,516294
2022,6,30,체육대회,수입,6165,522459
2020,11,18,체육대회,수입,8701,531160
2020,6,15,식사,수입,4454,535614
2023,1,4,체육대회,수입,2365,537979
2022,10,16,여행,지출,2197,535782
2022,7,7,식사,지출,9115,526667
2020,1,27,체육대회,지출,2832,523835
2022,5,26,체육대회,수입,6650,530485
2023,8,5,쇼핑,지출,8513,521972
2022,1,1,체육대회,지출,6350,515622
2022,1,17,쇼핑,수입,2926,518548
2021,6,6,쇼핑,수입,5373,523921
2020,2,24,MT,지출,8487,515434
2022,8,31,쇼핑,수입,5966,521400
2020,8,21,체육대회,지출,9285,512115
2023,3,13,체육대회,수입,1475,513590
2022,1,10,MT,지출,2877,510713
2020,1,21,쇼핑,지출,6718,503995
2023,1,31,체육대회,수입,2197,506192
2022,9,29,MT,지출,2318,503874
2023,8,3,여행,수입,8115,511989
2023,7,3,체육대회,수입,6788,518777
2021,12,25,쇼핑,수입,8531,527308
2022,7,18,MT,지출,2323,524985
2022,4,4,식사,지출,5561,519424
2023,9,1,식사,수입,8440,527864
2021,1,1,쇼핑,지출,2602,525262
2021,3,7,여행,지출,4375,520887
2023,9,25,MT,지출,2169,518718
2020,7,15,쇼핑,수입,9518,528236
2022,1,20,체육대회,지출,9372,518864
2021,7,14,MT,수입,6822,525686
2023,4,22,쇼핑,수입,2944,528630
2023,2,6,쇼핑,지출,9968,518662
2023,2,9,쇼핑,수입,9422,528084
2020,7,30,쇼핑,지출,2710,525374
2020,2,12,쇼핑,수입,2731,528105
2022,8,22,식사,수입,5035,533140
2020,4,10,식사,수입,6566,539706
2021,11,4,MT,수입,3067,542773
2022,6,16,MT,수입,4423,547196
2023,4,21,체육대회,지출,2809,544387
2023,9,20,식사,수입,1457,545844
2020,2,25,쇼핑,지출,7717,538127
2023,8,28,식사,지출,4211,533916
2021,8,4,체육대회,지출,2976,530940
2021,3,18,체육대회,수입,3833,534773
2023,12,6,식사,지출,3982,530791
2023,8,8,MT,지출,8839,521952
2023,8,12,체육대회,수입,3526,525478
2023,1,1,쇼핑,지출,7830,517648
2020,12,19,식사,수입,5658,523306
2022,4,5,식사,지출,7454,515852
2021,8,7,MT,수입,4713,520565
2020,5,22,식사,지출,4368,516197
2023,8,29,여행,지출,3133,513064
2023,8,6,쇼핑,지출,1189,511875
2022,8,26,여행,지출,8705,503170
2020,9,1,쇼핑,수입,9672,512842
2023,10,18,여행,지출,4501,508341
2023,3,24,MT,지출,6426,501915
2020,9,28,체육대회,수입,5722,507637
2023,9,16,MT,지출,5391,502246
2022,3,17,쇼핑,지출,5840,496406
2022,12,18,여행,수입,9675,506081
2022,7,15,MT,지출,8239,497842
2020,1,10,식사,수입,5356,503198
2021,5,22,체육대회,지출,7603,495595
2021,4,11,MT,지출,2311,493284
2023,9,14,MT,지출,6965,486319
2023,1,22,체육대회,수입,3491,489810
2023,12,20,쇼핑,수입,7357,497167
2020,12,11,여행,지출,7593,489574
2021,2,14,체육대회,지출,3652,485922
2020,11,10,쇼핑,수입,3671,489593
2022,7,4,MT,수입,5709,495302
2020,6,2,체육대회,지출,4024,491278
2022,12,17,식사,수입,3420,494698
2020,3,13,MT,수입,7863,502561
2020,7,15,체육대회,수입,5982,508543
2022,6,21,쇼핑,수입,4136,512679
2021,12,10,식사,수입,9890,522569
2023,5,19,쇼핑,지출,9848,512721
2022,6,12,쇼핑,지출,4688,508033
2020,7,22,여행,지출,4479,503554
2021,2,20,MT,수입,9262,512816
2022,5,31,여행,수입,2692,515508
2022,2,1,쇼핑,지출,6953,508555
2020,10,29,쇼핑,지출,8259,500296
2023,10,31,체육대회,수입,2402,502698
2021,7,27,식사,지출,4526,498172
2020,1,11,쇼핑,수입,6751,504923
2022,7,13,식사,지출,2088,502835
2021,5,2,여행,수입,1928,504763
2020,2,21,여행,수입,7318,512081
2020,9,11,MT,수입,4317,516398
2023,1,3,식사,지출,5534,510864
2022,8,13,식사,지출,5156,505708
2023,11,22,체육대회,수입,4085,509793
2022,10,17,쇼핑,수입,7194,516987
2021,3,25,MT,수입,9131,526118
2023,2,23,여행,수입,3529,529647
2020,8,13,MT,수입,4817,534464
2021,9,22,체육대회,지출,1218,533246
2021,7,2,쇼핑,수입,6131,539377
2020,7,30,식사,수입,4487,543864
2020,3,31,쇼핑,지출,8476,535388
2023,8,26,식사,지출,3986,531402
2020,11,8,체육대회,수입,4048,535450
2020,4,5,체육대회,지출,5332,530118
2022,10,1,체육대회,지출,7700,522418
2020,4,3,MT,지출,3205,519213
2021,2,11,쇼핑,지출,5277,513936
2020,1,8,여행,수입,6939,520875
2021,8,15,식사,수입,8091,528966
2020,7,25,체육대회,수입,7047,536013
2020,7,16,쇼핑,지출,5789,530224
2022,7,7,쇼핑,지출,2498,527726
2021,5,9,여행,수입,2241,529967
2022,2,9,체육대회,지출,1278,528689
2020,9,14,쇼핑,수입,4473,533162
2021,5,22,MT,지출,8690,524472
2020,10,26,쇼핑,지출,9631,514841
2021,2,3,여행,수입,1004,515845
2022,1,21,MT,지출,5370,510475
2021,2,16,체육대회,수입,2284,512759
2023,12,31,체육대회,지출,2860,509899
2020,10,24,여행,지출,7722,502177
2023,3,13,쇼핑,수입,4386,506563
2020,9,7,식사,지출,2984,503579
2023,4,20,여행,수입,1404,504983
2020,1,24,쇼핑,지출,9497,495486
2021,10,2,여행,수입,7902,503388
2022,9,16,여행,수입,3990,507378
2020,2,4,MT,수입,2434,509812
2023,2,6,체육대회,지출,7612,502200
2021,3,21,식사,지출,8326,493874
2020,5,23,식사,지출,1655,492219
2023,11,14,쇼핑,수입,5513,497732
2021,11,17,여행,지출,6926,490806
2022,5,9,쇼핑,지출,4528,486278
2021,6,9,식사,수입,2981,489259
2022,4,22,체육대회,지출,8359,480900
2023,6,9,체육대회,지출,4305,476595
2021,5,1,여행,수입,5944,482539
2022,7,13,체육대회,지출,6915,475624
2022,1,18,식사,수입,9991,485615
2020,1,29,쇼핑,수입,8119,493734
2021,2,19,여행,지출,5483,488251
2021,3,7,MT,지출,1769,486482
2021,11,13,쇼핑,수입,3322,489804
2022,4,14,MT,수입,9750,499554
2022,2,15,쇼핑,지출,8143,491411
2023,7,26,쇼핑,수입,7714,499125
2020,10,27,여행,수입,1156,500281
2021,2,8,MT,지출,9992,490289
2020,7,7,여행,지출,5492,484797
2021,12,5,여행,수입,2321,487118
2020,5,28,MT,수입,3271,490389
2021,7,21,식사,지출,5887,484502
2020,12,8,여행,수입,4064,488566
2021,4,20,체육대회,지출,6064,482502
2021,7,8,여행,수입,2788,485290
2021,6,26,MT,수입,3349,488639
2022,8,10,쇼핑,지출,9763,478876
2022,8,8,식사,수입,7523,486399
2023,4,10,여행,수입,9667,496066
2021,11,21,식사,수입,7698,503764
2023,7,14,MT,수입,1745,505509
2020,4,15,쇼핑,지출,6885,498624
2020,10,8,체육대회,지출,7901,490723
2021,6,30,여행,지출,7748,482975
2022,7,4,체육대회,지출,3570,479405
2020,9,6,여행,수입,4869,484274
2021,9,29,식사,수입,6956,491230
2021,6,12,여행,지출,1539,489691
2020,2,16,체육대회,수입,1133,490824
2020,10,16,체육대회,지출,5013,485811
2022,2,1,쇼핑,수입,1601,487412
2020,2,12,여행,지출,1966,485446
2021,2,12,식사,지출,3506,481940
2020,4,12,MT,수입,5000,486940
2023,9,27,여행,수입,3045,489985
2020,12,25,식사,수입,1201,491186
2022,3,7,식사,수입,2513,493699
2021,9,5,쇼핑,수입,5702,499401
2023,10,8,쇼핑,수입,3690,503091
2021,9,26,식사,수입,9335,512426
2022,4,27,쇼핑,수입,9260,521686
2023,9,7,여행,지출,5975,515711
2020,2,21,쇼핑,수입,2961,518672
2020,1,31,쇼핑,수입,1460,520132
2020,10,26,식사,지출,5454,514678
2022,9,24,MT,지출,3590,511088
2020,7,29,체육대회,수입,5075,516163
2020,1,16,체육대회,지출,7195,508968
2022,10,16,쇼핑,수입,5639,514607
2023,11,25,식사,지출,9230,505377
2020,5,11,식사,지출,5117,500260
2023,11,1,MT,지출,6562,493698
2021,8,20,MT,지출,2828,490870
2020,4,17,체육대회,수입,5898,496768
2021,5,23,식사,수입,4267,501035
2022,10,12,쇼핑,지출,9581,491454
2022,7,12,체육대회,수입,1172,492626
2022,7,8,식사,지출,1398,491228
2022,7,6,식사,지출,5039,486189
2023,9,3,체육대회,수입,8892,495081
2022,11,26,MT,지출,8066,487015
2022,4,25,쇼핑,지출,6936,480079
2023,5,23,MT,지출,1761,478318
2020,12,29,MT,수입,7665,485983
2022,2,18,여행,지출,6650,479333
2022,7,22,MT,수입,2092,481425
2021,8,12,체육대회,수입,3718,485143
2021,12,10,MT,지출,7844,477299
2023,10,4,식사,지출,3148,474151
2023,8,7,여행,지출,3118,471033
2020,8,7,여행,지출,2004,469029
2020,2,8,MT,수입,8644,477673
2020,6,23,MT,지출,9419,468254
2021,12,24,체육대회,지출,5186,463068
2023,12,23,쇼핑,지출,2436,460632
2023,10,4,쇼핑,지출,2235,458397
2023,3,30,MT,지출,6303,452094
2022,4,23,쇼핑,지출,2927,449167
2023,7,25,여행,수입,9149,458316
2020,7,23,여행,수입,5161,463477
2023,11,9,여행,수입,1597,465074
2023,1,27,여행,수입,8389,473463
2020,1,16,체육대회,지출,4136,469327
2022,3,4,쇼핑,수입,9297,478624
2022,8,20,체육대회,수입,2177,480801
2022,12,23,체육대회,수입,5515,486316
2022,9,5,식사,수입,8754,495070
2023,3,6,식사,수입,7836,502906
2022,1,17,MT,지출,9622,493284
2022,3,19,체육대회,수입,1678,494962
2020,3,24,MT,수입,2525,497487
2020,8,23,쇼핑,지출,9443,488044
2020,7,6,MT,지출,4017,484027
2020,8,11,쇼핑,지출,4258,479769
2022,10,9,식사,지출,5772,473997
2022,2,23,체육대회,지출,6475,467522
2023,9,27,식사,지출,4743,462779
2023,8,7,여행,수입,8713,471492
2023,12,24,MT,지출,2248,469244
2023,9,3,여행,지출,3618,465626
2021,5,11,여행,수입,5298,470924
2022,10,11,쇼핑,지출,3434,467490
2021,6,12,식사,수입,9967,477457
2021,3,14,쇼핑,지출,2266,475191
2020,11,18,식사,수입,2051,477242
2021,2,23,식사,지출,2702,474540
